,Index,Buy,Sell,Rate
2020-04-13 10:01:10,99.35,1231.3,1207.9,1219.6
2020-04-13 10:03:14,99.35,1231.5,1208.1,1219.8
2020-04-13 10:04:51,99.35,1231.9,1208.5,1220.2
2020-04-13 10:07:03,99.35,1232.1,1208.7,1220.4
2020-04-13 10:07:39,99.35,1232.4,1209.0,1220.7
2020-04-13 10:10:55,99.35,1232.0,1208.6,1220.3
2020-04-13 10:14:12,99.35,1231.6,1208.2,1219.9
2020-04-13 10:15:05,99.35,1231.7,1208.3,1220.0
2020-04-13 10:16:20,99.35,1231.3,1207.9,1219.6
2020-04-13 10:18:10,99.35,1231.7,1208.3,1220.0
2020-04-13 10:18:45,99.35,1231.3,1207.9,1219.6
2020-04-13 10:19:22,99.35,1230.8,1207.4,1219.1
2020-04-13 10:20:55,99.35,1230.7,1207.3,1219.0
2020-04-13 10:22:08,99.35,1230.5,1207.1,1218.8
2020-04-13 10:23:39,99.35,1230.9,1207.5,1219.2
2020-04-13 10:28:02,99.35,1231.2,1207.8,1219.5
2020-04-13 10:28:49,99.35,1231.5,1208.1,1219.8
2020-04-13 10:30:18,99.35,1231.2,1207.8,1219.5
2020-04-13 10:33:34,99.35,1231.6,1208.2,1219.9
2020-04-13 10:35:22,99.35,1231.0,1207.6,1219.3
2020-04-13 10:38:31,99.35,1230.8,1207.4,1219.1
2020-04-13 10:39:08,99.35,1230.5,1207.1,1218.8
2020-04-13 10:54:48,99.35,1230.5,1207.1,1218.8
2020-04-13 10:56:32,99.35,1230.2,1207.0,1218.6
2020-04-13 10:57:16,99.35,1230.5,1207.1,1218.8
2020-04-13 11:07:54,99.35,1230.6,1207.2,1218.9
2020-04-13 11:10:50,99.35,1230.9,1207.5,1219.2
2020-04-13 11:15:07,99.35,1230.3,1207.1,1218.7
2020-04-13 11:16:07,99.35,1230.7,1207.3,1219.0
2020-04-13 11:17:28,99.35,1230.3,1207.1,1218.7
2020-04-13 11:19:56,99.35,1230.0,1206.8,1218.4
2020-04-13 11:25:43,99.35,1229.8,1206.6,1218.2
2020-04-13 11:31:09,99.35,1229.6,1206.4,1218.0
2020-04-13 11:39:32,99.35,1229.3,1206.1,1217.7
2020-04-13 11:42:49,99.35,1229.4,1206.2,1217.8
2020-04-13 11:44:41,99.35,1229.9,1206.7,1218.3
2020-04-13 11:46:19,99.35,1230.5,1207.1,1218.8
2020-04-13 11:46:57,99.35,1230.9,1207.5,1219.2
2020-04-13 11:47:58,99.35,1231.1,1207.7,1219.4
2020-04-13 11:58:08,99.35,1230.7,1207.3,1219.0
2020-04-13 12:00:43,99.35,1229.9,1206.7,1218.3
2020-04-13 12:09:11,99.35,1230.1,1206.9,1218.5
2020-04-13 12:12:47,99.35,1230.5,1207.1,1218.8
2020-04-13 12:21:05,99.35,1230.7,1207.3,1219.0
2020-04-13 12:31:10,99.35,1230.5,1207.1,1218.8
2020-04-13 12:37:41,99.35,1230.6,1207.2,1218.9
2020-04-13 12:43:10,99.35,1230.9,1207.5,1219.2
2020-04-13 12:48:18,99.35,1230.5,1207.1,1218.8
2020-04-13 12:53:44,99.35,1231.0,1207.6,1219.3
2020-04-13 12:57:20,99.35,1230.6,1207.2,1218.9
2020-04-13 13:00:17,99.35,1230.2,1207.0,1218.6
2020-04-13 13:02:57,99.35,1230.8,1207.4,1219.1
2020-04-13 13:03:38,99.35,1231.1,1207.7,1219.4
2020-04-13 13:06:53,99.35,1230.7,1207.3,1219.0
2020-04-13 13:15:47,99.35,1231.0,1207.6,1219.3
2020-04-13 13:18:01,99.35,1231.2,1207.8,1219.5
2020-04-13 13:34:51,99.35,1231.3,1207.9,1219.6
2020-04-13 13:43:16,99.35,1231.1,1207.7,1219.4
2020-04-13 13:48:21,99.35,1231.3,1207.9,1219.6
2020-04-13 13:49:38,99.35,1231.8,1208.4,1220.1
2020-04-13 13:54:18,99.35,1231.7,1208.3,1220.0
2020-04-13 13:54:51,99.35,1231.5,1208.1,1219.8
2020-04-13 14:04:38,99.35,1231.2,1207.8,1219.5
2020-04-13 14:05:37,99.35,1230.9,1207.5,1219.2
2020-04-13 14:06:10,99.35,1230.7,1207.3,1219.0
2020-04-13 14:07:35,99.35,1230.6,1207.2,1218.9
2020-04-13 14:16:11,99.35,1230.6,1207.2,1218.9
2020-04-13 14:16:53,99.35,1230.3,1207.1,1218.7
2020-04-13 14:17:46,99.35,1230.6,1207.2,1218.9
2020-04-13 14:19:23,99.35,1230.8,1207.4,1219.1
2020-04-13 14:22:36,99.35,1231.0,1207.6,1219.3
2020-04-13 14:24:18,99.35,1231.2,1207.8,1219.5
2020-04-13 14:25:55,99.35,1231.3,1207.9,1219.6
2020-04-13 14:26:37,99.35,1230.9,1207.5,1219.2
2020-04-13 14:38:40,99.35,1231.5,1208.1,1219.8
2020-04-13 14:42:32,99.35,1231.6,1208.2,1219.9
2020-04-13 14:43:06,99.35,1231.8,1208.4,1220.1
2020-04-13 14:44:06,99.35,1231.6,1208.2,1219.9
2020-04-13 14:44:48,99.35,1231.3,1207.9,1219.6
2020-04-13 14:45:12,99.35,1230.8,1207.4,1219.1
2020-04-13 14:47:46,99.35,1230.5,1207.1,1218.8
2020-04-13 14:50:42,99.35,1230.0,1206.8,1218.4
2020-04-13 14:51:35,99.35,1229.8,1206.6,1218.2
2020-04-13 14:54:10,99.35,1230.0,1206.8,1218.4
2020-04-13 14:55:24,99.35,1230.2,1207.0,1218.6
2020-04-13 14:57:47,99.35,1229.8,1206.6,1218.2
2020-04-13 15:02:09,99.35,1230.0,1206.8,1218.4
2020-04-13 15:03:05,99.35,1230.7,1207.3,1219.0
2020-04-13 15:03:39,99.35,1230.5,1207.1,1218.8
2020-04-13 15:05:26,99.35,1229.5,1206.3,1217.9
2020-04-13 15:06:02,99.35,1229.1,1205.9,1217.5
2020-04-13 15:07:39,99.35,1229.3,1206.1,1217.7
2020-04-13 15:13:47,99.35,1229.5,1206.3,1217.9
2020-04-13 15:15:16,99.35,1229.8,1206.6,1218.2
2020-04-13 15:19:09,99.35,1229.5,1206.3,1217.9
2020-04-13 15:24:48,99.35,1229.1,1205.9,1217.5
2020-04-13 15:25:42,99.35,1229.2,1206.0,1217.6
2020-04-13 15:26:48,99.35,1229.5,1206.3,1217.9
2020-04-13 15:28:59,99.35,1229.7,1206.5,1218.1
2020-04-13 15:30:46,99.35,1229.5,1206.3,1217.9
2020-04-13 15:31:18,99.35,1229.6,1206.4,1218.0
2020-04-13 15:40:29,99.35,1229.1,1205.9,1217.5
2020-04-13 16:02:58,99.35,1229.6,1206.4,1218.0
2020-04-13 16:20:51,99.35,1229.6,1206.4,1218.0
2020-04-13 16:28:40,99.35,1228.6,1205.4,1217.0
2020-04-13 16:30:35,99.35,1227.6,1204.4,1216.0
2020-04-13 16:35:28,99.35,1226.6,1203.4,1215.0
2020-04-13 16:42:49,99.35,1226.6,1203.4,1215.0
2020-04-13 16:49:52,99.35,1226.6,1203.4,1215.0
2020-04-13 16:58:24,99.35,1228.1,1204.9,1216.5
2020-04-14 08:31:26,98.89,1227.6,1204.4,1216.0
2020-04-14 08:39:53,98.89,1227.6,1204.4,1216.0
2020-04-14 08:44:39,98.89,1227.6,1204.4,1216.0
2020-04-14 08:50:40,98.89,1227.6,1204.4,1216.0
2020-04-14 08:55:32,98.89,1227.6,1204.4,1216.0
2020-04-14 09:00:43,98.89,1226.6,1203.4,1215.0
2020-04-14 09:02:10,98.89,1226.1,1202.9,1214.5
2020-04-14 09:02:50,98.89,1225.3,1202.1,1213.7
2020-04-14 09:03:33,98.89,1225.6,1202.4,1214.0
2020-04-14 09:04:22,98.89,1225.8,1202.6,1214.2
2020-04-14 09:04:58,98.89,1226.3,1203.1,1214.7
2020-04-14 09:08:41,98.89,1226.6,1203.4,1215.0
2020-04-14 09:09:17,98.89,1226.8,1203.6,1215.2
2020-04-14 09:12:58,98.89,1227.7,1204.5,1216.1
2020-04-14 09:13:21,98.89,1227.9,1204.7,1216.3
2020-04-14 09:15:26,98.89,1228.0,1204.8,1216.4
2020-04-14 09:17:13,98.89,1228.3,1205.1,1216.7
2020-04-14 09:17:53,98.89,1228.0,1204.8,1216.4
